Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-01,178.37904357910156,178.22000122070312,136.20062255859375,410.92071533203125,202.63999938964844,179.24283570733874,178.72999572753906,137.9187682211517,411.28663268034427,204.52000427246094,176.11530099131116,176.07000732421875,135.98212829465342,406.35163783892614,198.5,178.26982726346276,176.75,137.48177969327108,406.7373238991448,200.52000427246094,73563100,31981200,31151100,17823400,82243100
2024-03-04,173.85154724121094,177.5800018310547,132.4365692138672,410.34710693359375,188.13999938964844,175.63870116419773,180.13999938964844,134.73074347371,412.75031823241517,199.75,172.55087478393426,177.49000549316406,131.00643067415544,407.7757559549475,186.72000122070312,174.8940486462885,177.52999877929688,134.73074347371,408.8834074088287,198.72999572753906,81510100,37381500,55999400,17596000,134334900
2024-03-05,168.9070281982422,174.1199951171875,131.76121520996094,398.21234130859375,180.74000549316406,170.81333665210278,176.92999267578125,132.32731801205793,409.6845023906636,184.58999633789062,168.41059323161204,173.3000030517578,129.77491511154423,396.22451427648355,177.57000732421875,169.54246434952904,176.92999267578125,130.97663333896386,409.3976900637708,183.0500030517578,95132400,37228300,40194800,26919200,119660800
2024-03-06,167.9141845703125,173.50999450683594,130.49990844726562,397.65850830078125,176.5399932861328,170.01907946057096,176.4600067138672,132.6649834022908,400.6946806605517,181.5800018310547,167.47731930724007,173.25999450683594,129.95368805180595,393.99930460815386,173.6999969482422,169.84035496658896,175.5399932861328,132.20812771862853,398.5288145311868,179.99000549316406,68587700,32090900,35318600,22344100,107920900
2024-03-07,167.79502868652344,176.82000732421875,133.45950317382812,404.6308288574219,178.64999389648438,169.51268953107953,177.99000549316406,134.0156647546649,405.26375963919287,180.0399932861328,167.28867044448495,173.72000122070312,130.7084734033321,397.80685051788544,173.6999969482422,167.9439531253601,174.8300018310547,131.88038314091438,401.64409335772916,174.35000610351562,71765100,34063300,37738200,18718500,102129000
2024-03-08,169.5126953125,175.35000610351562,134.48245239257812,401.74298095703125,175.33999633789062,172.4615205019895,178.7899932861328,137.14408726212994,405.89670410960423,182.72999572753906,167.73546463179477,174.3300018310547,133.08210718000322,399.87379648400184,174.6999969482422,167.79503440936114,176.44000244140625,133.29067535913302,403.4637944607813,181.5,76267000,37893200,39370400,18002200,85544600
2024-03-11,171.51829528808594,171.9600067138672,136.72698974609375,400.0616455078125,177.77000427246094,173.13667826239134,174.47000122070312,138.147202448987,401.20886440048105,182.8699951171875,170.8232893067872,171.47000122070312,135.1975450664785,396.8375955282925,174.8000030517578,171.7069430151515,174.30999755859375,135.1975450664785,399.3100422328625,175.4499969482422,60139500,28484800,32437800,16120800,85391500
2024-03-12,171.994873046875,175.38999938964844,137.55130004882812,410.703125,177.5399932861328,172.7891721100731,176.75999450683594,138.42527705734926,410.98993730983005,179.42999267578125,169.79070034274764,171.97999572753906,136.09136807062538,402.3067044386273,172.41000366210938,171.91544162555573,173.5,136.09136807062538,403.1275435831552,177.77000427246094,59825400,36610600,27563400,22457000,87391700
2024-03-13,169.9098663330078,176.55999755859375,138.83245849609375,410.5251159667969,169.47999572753906,171.9551763303205,177.6199951171875,140.1235567749136,413.571157465626,176.0500030517578,169.54249409126064,175.5500030517578,138.0379504669147,406.9153492946695,169.14999389648438,171.53817270319811,175.89999389648438,138.04787651328522,413.49205243943396,173.0500030517578,52488700,30772600,23347200,17115900,106524500
2024-03-14,171.76651000976562,178.75,142.11978149414062,420.5335693359375,162.5,173.06716728584055,179.52999877929688,142.60641533113196,423.10492026926096,171.1699981689453,170.82328653971078,176.47000122070312,139.49786590784714,413.3832416992079,160.50999450683594,171.67715534575908,177.69000244140625,140.22286121787153,415.60844401398504,167.77000427246094,72913500,43705800,42753400,34157300,126325700
2024-03-15,171.38922119140625,174.4199981689453,140.2129364013672,411.8305358886719,163.57000732421875,171.38922119140625,177.92999267578125,142.19923677925948,417.94241719453214,165.17999267578125,169.0758321837892,173.89999389648438,139.07081974578682,408.2405382709743,160.75999450683594,169.94956266563446,176.63999938964844,141.52390192482534,414.66890001382535,163.16000366210938,121752700,72147400,49475400,45079900,97146800
2024-03-18,172.48138427734375,174.47999572753906,146.66839599609375,412.72064208984375,173.8000030517578,176.44294118443133,176.69000244140625,151.10777804956146,416.09306343618266,174.72000122070312,172.282813299669,174.27999877929688,146.16189491270958,409.2196486698743,165.89999389648438,174.31819990832292,175.8000030517578,147.59203344728544,409.6844699154105,170.02000427246094,75604200,31250700,69273700,20106000,108214400
2024-03-19,174.82456970214844,175.89999389648438,146.02285766601562,416.7655944824219,171.32000732421875,175.350789645184,176.08999633789062,147.7707963825931,417.02273864986034,172.82000732421875,171.7963128554373,173.52000427246094,145.0793681039668,410.97016253691675,167.4199981689453,173.09697026746844,174.22000122070312,147.14512212588627,413.2250331816933,172.36000061035156,55215200,26880900,24070400,19837900,77271400
2024-03-20,177.39608764648438,178.14999389648438,147.7211456298828,420.54345703125,175.66000366210938,177.39608764648438,178.52999877929688,147.84031878791893,421.26539222387987,176.25,173.84161109695287,174.63999938964844,145.73484550652196,416.02381676802577,170.82000732421875,174.46712406809783,176.13999938964844,146.98620912870308,417.3490447100486,173.0,53423100,29947200,21311500,17860100,83846700
2024-03-21,170.14813232421875,178.14999389648438,146.58897399902344,424.6378173828125,172.82000732421875,176.22450721449738,181.4199981689453,149.33998911224745,426.07184869793537,178.17999267578125,169.6219124199128,178.14999389648438,145.89375674311398,422.4521827120365,171.8000030517578,175.78764197696165,179.99000549316406,148.44616000360566,425.0927391745549,176.38999938964844,106181300,32824300,24755600,21296200,73178000
2024-03-22,171.05166625976562,178.8699951171875,149.73724365234375,424.0147705078125,170.8300018310547,171.81618050845861,179.25999450683594,150.54169280238673,425.1224219595106,171.1999969482422,168.8474933401544,176.75,147.959496500819,421.374213954432,166.3000030517578,170.5353695457136,177.75,148.09853690756384,424.9642119074724,166.69000244140625,71160100,27995400,29211800,17648500,75580600
2024-03-25,169.63185119628906,179.7100067138672,149.0420684814453,418.1995544433594,172.6300048828125,170.7140758962492,180.99000549316406,149.34994264085142,422.6994260228323,175.24000549316406,168.24182406010684,177.24000549316406,146.8074803711192,416.9633309623895,168.72999572753906,169.3538487990515,178.00999450683594,148.91295409681547,420.5533287801241,168.75999450683594,54288300,29815500,19229300,18060500,74228600
2024-03-26,168.5,178.3000030517578,149.637939453125,417.0028991699219,177.6699981689453,170.19779947429063,180.4499969482422,151.21704464082924,421.2950634803322,184.25,168.37092203236526,177.9499969482422,148.9526633875218,416.7062176065533,177.3800048828125,168.787925677805,180.14999389648438,149.1910248920745,420.9192467125738,178.5800018310547,57388400,29659000,22149100,16725600,113186200
2024-03-27,172.07431030273438,179.8300018310547,149.8365478515625,416.7853088378906,179.8300018310547,172.36225110852925,180.0,150.60127765702768,419.7720439894081,181.91000366210938,168.89712909220745,177.30999755859375,147.88004097990625,414.3919971559481,176.0,169.19499314475576,179.8800048828125,150.1444219519495,419.7621445438776,181.41000366210938,60273300,33272600,22879200,16705000,81804000
2024-03-28,170.2573699951172,180.3800048828125,149.89614868164062,416.08319091796875,175.7899932861328,171.00202261161962,181.6999969482422,150.39272376928287,417.2205105809206,179.57000732421875,169.294284732441,179.25999450683594,149.14136000396124,414.5008186915298,175.3000030517578,170.525449179057,180.1699981689453,149.8167100033746,416.3205361885006,177.4499969482422,65672700,38051600,24485400,21871200,77654800
2024-04-01,168.8177032470703,180.97000122070312,154.4249267578125,419.8907470703125,175.22000122070312,170.02900599080004,183.0,154.67321430251357,423.17416401356485,176.75,168.2716216576847,179.9499969482422,149.57834903588156,417.56664079478026,170.2100067138672,169.96943620832081,180.7899932861328,149.6578028686982,419.27758502766966,176.1699981689453,46240500,29174500,31730800,16316000,81562100
2024-04-02,167.6361846923828,180.69000244140625,153.5012969970703,416.79522705078125,166.6300048828125,168.13261974429108,180.7899932861328,153.64033742298443,417.72486953541625,167.69000244140625,167.0305333230549,178.3800048828125,151.10780130772653,413.2348973416725,163.42999267578125,167.87447897129715,179.07000732421875,152.44856017882478,415.4798683479255,164.75,49329500,32611500,24586000,17912000,116650600
2024-04-03,168.44039916992188,182.41000366210938,153.85882568359375,415.8161315917969,168.3800048828125,169.46305411699578,182.8699951171875,154.01773335108788,418.5951594920779,168.82000732421875,167.37803608655156,179.8000030517578,151.6838243418592,414.47110478435076,163.27999877929688,167.5865303145986,179.89999389648438,152.54787531244028,415.1040656775575,164.02000427246094,47691700,31046600,24705000,16502300,82950100
2024-04-04,167.61631774902344,180.0,149.49888610839844,413.2745361328125,171.11000061035156,170.69420560535343,185.10000610351562,153.7098480658943,423.9456276523079,177.19000244140625,167.61631774902344,180.0,149.41943228041532,412.96795506711624,168.00999450683594,169.07582268557752,184.0,152.4485431723482,420.3061621109497,170.07000732421875,53704400,41624300,34724700,19370900,123162000
2024-04-05,168.3708953857422,185.07000732421875,151.45538330078125,420.83026123046875,164.89999389648438,169.1751176568126,186.27000427246094,152.36907953234603,421.809370796235,170.86000061035156,167.74538244157907,181.97000122070312,148.57525420463722,413.7096317572202,160.50999450683594,168.38081863168355,182.3800048828125,149.00230145399445,415.3810083958257,169.0800018310547,42104800,42374000,23459200,16554800,143157600
2024-04-08,167.24896240234375,185.19000244140625,153.789306640625,419.9104919433594,172.97999572753906,167.99361496437555,187.2899932861328,154.20642788470977,422.5708472466926,174.5,167.04046816897213,184.80999755859375,151.56464485123763,418.63470088049553,167.7899932861328,167.82482886831443,186.89999389648438,151.73347855806227,420.48411653092035,169.33999633789062,37425500,39221300,20702000,14272400,104423300
2024-04-09,168.4602508544922,185.6699981689453,155.52731323242188,421.5819091796875,176.8800048828125,168.86733118994096,187.33999633789062,157.47387896093983,423.02580987120587,179.22000122070312,167.14967033425899,184.1999969482422,154.1269679407953,416.97326404906397,171.9199981689453,167.49716574379335,187.24000549316406,155.02079697777037,421.74014941976674,172.91000366210938,42373800,36520100,31079500,12496900,102951700
2024-04-10,166.583740234375,185.9499969482422,155.0704803466797,418.59515380859375,171.75999450683594,167.88439761067826,186.27000427246094,155.53726217928414,419.35665657798455,174.92999267578125,165.91851910107465,182.6699981689453,153.62047430521832,415.0743918863348,170.00999450683594,167.59647195447172,182.77000427246094,155.1400081386409,417.53693930657715,173.0399932861328,49709300,35879200,22838600,16216600,84532400
2024-04-11,173.79197692871094,189.0500030517578,158.3180694580078,423.2137145996094,174.60000610351562,174.208995705804,189.77000427246094,158.58620908812793,424.6378465667318,175.8800048828125,166.9610408919762,185.50999450683594,155.38827953878376,417.70509512825663,168.50999450683594,167.13975023930564,186.74000549316406,155.83519407658596,421.1269837004689,172.5500030517578,91070300,40020700,27166400,17966400,94516000
2024-04-12,175.2912139892578,186.1300048828125,156.64956665039062,417.2501220703125,171.0500030517578,177.0883063929916,188.3800048828125,159.12251594365648,420.49397111238636,173.80999755859375,172.96790166012116,185.0800018310547,156.06361170739086,415.1435925367237,170.36000061035156,173.0175330436537,187.72000122070312,156.87800209265978,419.3764203133474,172.33999633789062,101670900,38608800,25353700,19253800,64722700
2024-04-15,171.45870971679688,183.6199951171875,153.79922485351562,409.08123779296875,161.47999572753906,175.37061964403054,188.69000244140625,158.1492271341313,422.1159721682041,170.69000244140625,171.27006200710903,183.0,153.53107008373672,408.8735304979892,161.3800048828125,174.10967059769038,187.42999267578125,157.77182524735122,421.8983956076828,170.24000549316406,73531800,48052400,27136500,20273500,100245300
2024-04-16,168.1723175048828,183.32000732421875,153.34237670898438,410.0108337402344,157.11000061035156,172.5210775974863,184.8300018310547,154.5838143933326,413.7887401482267,158.19000244140625,167.0702312509368,182.25999450683594,152.3790198535887,409.1702258721835,153.75,170.52541444574328,183.27000427246094,153.1338236644043,410.00096447508815,156.74000549316406,73711200,32891300,20779500,16765600,97000000
2024-04-17,166.8021697998047,181.27999877929688,154.4050750732422,407.3010559082031,155.4499969482422,169.43326939438703,184.57000732421875,156.0040476284453,414.2634756329666,158.3300018310547,166.8021697998047,179.82000732421875,153.5211719311902,405.80768815023976,153.77999877929688,168.4006911997193,184.30999755859375,154.55404155336925,412.65143523910365,157.63999938964844,50901200,31359700,21763100,15855500,82439700
2024-04-18,165.8489990234375,179.22000122070312,154.94134521484375,399.8144836425781,149.92999267578125,167.4375970919546,182.38999938964844,155.86498270934086,407.3505281111276,152.1999969482422,165.36250241682455,178.64999389648438,153.56086715021243,399.4980333365914,148.6999969482422,166.83194578270678,181.47000122070312,154.2759364510269,406.1044050559459,151.25,43122900,30723800,19883000,21029900,96098800
2024-04-19,163.82354736328125,174.6300048828125,153.0345001220703,394.7212219238281,147.0500030517578,165.21355928091162,179.0,155.28895516371534,401.0111429150955,150.94000244140625,162.91010879598218,173.44000244140625,151.25676805460682,393.3860944801934,146.22000122070312,165.02492670994252,178.74000549316406,155.13004750565483,399.5771115531844,148.97000122070312,68149400,56000700,32615600,30565800,87074500
2024-04-22,164.65756225585938,177.22999572753906,155.2095184326172,396.5409240722656,142.0500030517578,166.06743588145892,178.8699951171875,156.56020336638682,398.41010845767454,144.44000244140625,163.59519920100377,174.55999755859375,153.00472368551868,391.38835306759285,138.8000030517578,164.33985172403135,176.94000244140625,153.25301124573906,395.6706179149051,140.55999755859375,48116400,37924900,26446200,20286900,107097600
2024-04-23,165.7100067138672,179.5399932861328,157.17591857910156,403.078125,144.67999267578125,165.85894631264824,179.92999267578125,157.8810617695658,403.70118651665103,147.25999450683594,163.74412823991455,175.97999572753906,155.20948575930765,398.61782064150555,141.11000061035156,164.17107024309314,178.0800018310547,155.88483566115886,399.7848084637701,143.3300018310547,49537800,37046500,21151600,15734500,124545100
2024-04-24,167.81491088867188,176.58999633789062,158.03997802734375,404.5516662597656,162.1300048828125,168.09291330855643,180.32000732421875,158.47696648984666,407.92408759573516,167.97000122070312,165.0249482926904,176.17999267578125,156.09339719099466,402.2967957988556,157.50999450683594,165.35258209827205,179.94000244140625,156.41121249254869,405.04615566067775,162.83999633789062,48251800,34185100,22779100,15065300,181178000
2024-04-25,168.6787109375,173.6699981689453,154.93142700195312,394.64208984375,170.17999267578125,169.39357866495865,173.9199981689453,155.4180760423038,395.4827278196125,170.8800048828125,166.95111140447554,166.32000732421875,149.8365617646382,383.75342412085615,158.36000061035156,168.32127707377066,169.67999267578125,150.2934175121377,389.68729663578705,158.9600067138672,50558300,49249400,57109700,40586500,126427500
2024-04-26,168.0928955078125,179.6199951171875,170.7721710205078,401.8418273925781,168.2899932861328,170.1183436596222,180.82000732421875,173.51327522567658,408.4481977790185,172.1199951171875,167.97374080476908,176.1300048828125,168.48792256762354,401.2880017422918,166.3699951171875,168.66876193087458,177.8000030517578,173.17559264604492,407.62735874845515,168.85000610351562,44838400,43919800,64665300,29694700,109815700
2024-04-29,172.26295471191406,180.9600067138672,165.01187133789062,397.8166809082031,194.0500030517578,174.7749147415349,183.52999877929688,168.38859053071332,401.8418314488937,198.8699951171875,171.86581274952138,179.38999938964844,164.07832303975508,394.79040850957796,184.5399932861328,172.1338767566388,182.75,167.90194156072766,400.7836169995011,188.4199981689453,68169400,54063900,45610000,19582100,243869700
2024-04-30,169.11557006835938,175.0,161.6649627685547,385.0390930175781,183.27999877929688,173.7423484830038,182.99000549316406,166.94852827075354,397.72770759660574,190.9499969482422,168.78792110938284,174.8000030517578,161.4862030348835,384.880882973138,182.83999633789062,172.0941804408779,181.08999633789062,164.4755792084326,397.06507853790987,186.97999572753906,65934800,94639800,33562900,28781400,127031800
2024-05-01,168.0928955078125,179.0,162.73757934570312,390.5872497558594,179.99000549316406,171.47858587357683,185.14999389648438,165.9752432828852,397.2925241271141,185.86000061035156,167.90424778215495,176.55999755859375,161.97284950974932,386.0082735509807,179.00999450683594,168.37089789825708,181.63999938964844,163.174567823391,388.28291248594394,182.0,50383100,94645100,33493200,23562500,92829700
2024-05-02,171.79629516601562,184.72000122070312,165.47865295410156,393.455322265625,180.00999450683594,172.1835138606425,185.10000610351562,165.5879000634434,395.5222843363775,184.60000610351562,169.67155396857694,179.91000366210938,162.76735761859345,390.30047747836124,176.02000427246094,171.27999852318183,180.85000610351562,163.6611865828327,393.2773133250789,182.86000061035156,94214900,54303500,24294500,17709400,89148000
2024-05-03,182.07252502441406,186.2100067138672,166.0944366455078,402.1781005859375,181.19000244140625,185.66670996286234,187.8699951171875,166.8095059662969,402.6626905136215,184.77999877929688,181.35765733555206,185.4199981689453,161.93313508971997,397.4309844950286,178.4199981689453,185.31919936550048,186.99000549316406,166.41223681348706,397.8463688482122,182.10000610351562,163224100,39172000,34662400,17446700,75491500
2024-05-06,180.41444396972656,188.6999969482422,166.9485626220703,408.9823303222656,184.75999450683594,182.8866809793933,188.75,166.9882819640809,409.3680163872942,187.55999755859375,179.1336329755651,184.8000030517578,164.89273433624226,401.89133854511044,182.1999969482422,181.04988026799387,186.27999877929688,166.31294707001013,404.25501253124213,183.8000030517578,78569700,34725300,21871300,16996600,84390300
2024-05-07,181.09950256347656,188.75999450683594,170.0769500732422,404.82861328125,177.80999755859375,183.5816778461448,189.94000244140625,170.5834511551503,410.09988764131936,183.25999450683594,180.02721617336002,187.30999755859375,167.23654025708916,404.5813685599285,177.39999389648438,182.14201921219635,188.9199981689453,167.34578737133612,410.0899881944696,182.39999389648438,77305800,34048900,28039700,20018200,75045900
2024-05-08,181.43707275390625,188.0,168.2197723388672,406.01531982421875,174.72000122070312,181.76472167822584,188.42999267578125,168.98448702093918,407.6866962247388,176.05999755859375,180.1562619452029,186.38999938964844,167.58415686761862,402.2275145402059,170.14999389648438,181.5462890620128,187.44000244140625,167.84237044353367,403.6714451580267,171.58999633789062,45057100,26136400,19569100,11792300,79969500
2024-05-09,183.2540283203125,189.5,168.79579162597656,407.7757568359375,171.97000122070312,183.34338298682428,191.6999969482422,169.52078692984816,408.1713423301442,175.6199951171875,180.81156138569682,187.44000244140625,167.02797056928586,404.59124380852967,171.3699951171875,181.25834986825006,188.8800048828125,168.22968881517772,406.0450438901993,175.00999450683594,48983000,43368400,15346700,14689700,65950300
2024-05-10,181.9913787841797,187.47999572753906,167.49476623535156,410.1690368652344,168.47000122070312,184.01957427538,189.88999938964844,168.68655853520565,410.8019977518393,173.05999755859375,181.07670119634082,186.92999267578125,165.05162536004164,407.2614369275202,167.75,183.83067066594327,189.16000366210938,166.87901799355728,408.38888718882157,173.0500030517578,50759500,34141800,29799900,13402300,72627200
2024-05-13,185.20269775390625,186.57000732421875,167.98141479492188,409.1602783203125,171.88999938964844,186.01796278299403,188.30999755859375,168.12045520894833,413.73925463493686,175.39999389648438,183.5522942832241,185.36000061035156,162.87662365956714,406.2922460610267,169.0,184.36755931231187,188.0,163.13483724153954,413.403005491002,170.0,72044800,24898600,31327600,15440200,67018900
2024-05-14,186.34603881835938,187.07000732421875,169.17318725585938,411.9690246582031,177.5500030517578,187.21101770983566,187.72000122070312,170.0769574991566,412.8887677392151,179.49000549316406,185.2126323262415,183.4499969482422,167.64374274389093,407.01423099397886,174.07000732421875,186.4255779791011,183.82000732421875,168.60709956951226,407.47905225770086,174.5,52393600,38698200,25127100,15109300,86407400
2024-05-15,188.622802734375,185.99000549316406,171.32835388183594,419.1718444824219,173.99000549316406,189.54741702859607,186.72000122070312,171.46739431854513,419.8951120945601,180.0,186.2863873072406,182.72999572753906,169.34205326926423,413.4155159621218,173.11000061035156,186.8232728469217,185.97000122070312,169.46124161092283,414.0397012631118,179.89999389648438,70400000,75459900,26948400,22239500,79663000
2024-05-16,188.74209594726562,183.6300048828125,172.9868927001953,417.10113525390625,174.83999633789062,189.99481870677727,187.30999755859375,173.920456302831,421.4902365295034,175.7899932861328,188.5631442219314,183.4600067138672,171.50710861685377,416.4670629155656,171.42999267578125,189.36845732702145,185.60000610351562,172.102989637879,417.9036505371182,174.10000610351562,52845200,38834500,27867900,17530100,59812200
2024-05-17,188.7719268798828,184.6999969482422,174.85400390625,416.328369140625,177.4600067138672,189.70649303935699,185.3000030517578,175.06257209479978,419.01335772051186,179.6300048828125,188.08591490450098,183.35000610351562,172.50024302231847,414.1685137971008,172.75,188.4140082479681,183.75999450683594,172.9868768718215,418.63686307177926,173.5500030517578,41282900,33175700,24479300,15352200,77445800
2024-05-20,189.93516540527344,183.5399932861328,175.7081298828125,421.4109802246094,174.9499969482422,190.81008101901142,186.6699981689453,177.545463796925,422.82776355183796,177.75,187.91690657220929,183.27999877929688,174.8738873598263,416.11039402133315,173.52000427246094,188.2350632210391,184.33999633789062,174.9831344869509,416.32836301288194,177.55999755859375,44361300,30511800,22554400,16272100,61727400
2024-05-21,191.2375946044922,183.14999389648438,176.6317596435547,425.07684326171875,186.60000610351562,191.6153866469515,183.25999450683594,176.92969256413505,428.9705334710034,186.8800048828125,189.815856788038,180.75,174.60572485799662,420.9255450713884,174.7100067138672,189.98487181213304,182.3000030517578,175.68825488082155,422.88723589418726,175.50999450683594,42309400,50839100,16989400,21453300,115266500
2024-05-22,189.7959747314453,183.1300048828125,175.1718292236328,426.5431213378906,180.11000061035156,191.7048842739564,185.22000122070312,175.93654393206373,428.41567724259045,183.8000030517578,189.1696284842733,181.97000122070312,174.00984536056046,423.1844517072994,178.1199951171875,191.15806201805708,183.8800048828125,175.4300428084482,426.1171006588035,182.85000610351562,34648500,28148800,17880000,18073700,88313500
2024-05-23,185.79922485351562,181.0500030517578,172.36122131347656,423.0556640625,173.74000549316406,189.89539287135,184.75999450683594,177.02902425167093,429.5947037930371,181.89999389648438,185.55067067436462,180.0800018310547,171.76532512806048,421.4902723328989,173.25999450683594,189.87550428926582,183.66000366210938,175.85711428242732,428.97051846736764,181.8000030517578,51005900,33670200,21024900,17211700,71975500
2024-05-24,188.88128662109375,180.75,173.79136657714844,426.1864929199219,179.24000549316406,189.47782271626807,182.44000244140625,174.5660225547883,427.07817331588285,180.0800018310547,186.9525037733123,180.3000030517578,172.46053373352476,420.4896073112485,173.72999572753906,187.72800676525614,181.64999389648438,173.78142537597992,423.2439264482756,174.83999633789062,36327000,27471600,16579400,11855300,65584500
2024-05-28,188.8912353515625,182.14999389648438,175.19168090820312,426.344970703125,176.75,191.88382214222983,182.24000549316406,176.0557318461207,426.8403520047686,178.25,188.00638309980087,179.49000549316406,173.1755873101766,422.65933260946946,173.16000366210938,190.40243380522858,179.92999267578125,173.2550411409201,425.6613420880028,176.39999389648438,52280100,29927000,20572200,15718000,59736600
2024-05-29,189.1894989013672,182.02000427246094,174.69509887695312,425.2056579589844,176.19000244140625,191.13817040866115,184.0800018310547,175.62866240818713,426.9592971219993,178.14999389648438,188.41401104911338,181.5500030517578,173.52318901724615,421.7577927427551,173.92999267578125,188.5134387924459,181.6999969482422,174.22831711133614,421.7577927427551,174.19000244140625,53068000,32009300,23388700,15517100,54782600
2024-05-30,190.1837158203125,179.32000732421875,170.9310760498047,410.8395690917969,178.7899932861328,191.06856812279528,181.33999633789062,174.01977367898226,420.38058819244,182.6699981689453,189.52754429358754,178.36000061035156,170.6132607219414,410.4135181651845,175.3800048828125,189.6567821553814,181.30999755859375,173.99990643242356,420.38058819244,178.5800018310547,49889100,29184700,22931500,28394500,77618400
2024-05-31,191.13816833496094,176.44000244140625,171.31838989257812,411.29534912109375,178.0800018310547,191.45632497373828,179.2100067138672,171.8745515162422,412.9003799535102,180.32000732421875,188.81170480343985,173.8699951171875,168.27935305307957,400.7734534546483,173.82000732421875,190.33285520255313,178.3000030517578,170.6827744434952,412.9003799535102,178.5,75158300,58903900,37638900,47995300,67314600
2024-06-03,192.9078826904297,178.33999633789062,171.9838104248047,409.7001647949219,176.2899932861328,193.8623374845637,178.6999969482422,173.33449524100553,412.58328776743826,182.63999938964844,191.4066207978332,175.9199981689453,169.9875840699293,405.14268074171713,174.49000549316406,191.784412862338,177.6999969482422,171.35812097814537,411.6916074194493,178.1300048828125,50080500,30786600,27459100,17484700,68568900
2024-06-04,193.2260284423828,179.33999633789062,172.5995635986328,412.2266540527344,174.77000427246094,194.19041988861153,179.82000732421875,172.6591653391861,412.59323142310274,177.75999450683594,191.91365507081835,176.44000244140625,170.71258431304562,405.8956657298469,174.0,193.51434462038463,177.63999938964844,172.09306246094846,408.6202632223108,174.77999877929688,47471400,27198400,26879600,14348900,60056300
2024-06-05,194.7372283935547,181.27999877929688,174.20846557617188,420.09326171875,175.0,195.76127042413225,181.5,175.43996202192773,420.16259212196985,176.14999389648438,193.74301165159252,178.75,172.73859249264606,412.4544602663816,172.1300048828125,194.269945311189,180.10000610351562,173.99989738382425,413.9505214749818,175.35000610351562,54156800,32116400,22068500,16988000,57953800
2024-06-06,193.3552703857422,185.0,175.5194091796875,420.5985412597656,177.94000244140625,195.3635924798522,185.0,175.9365303942632,421.3812522043053,179.72999572753906,193.04706561878618,181.49000549316406,174.5461263456775,416.69493407447,172.72999572753906,194.55827933508485,181.75,174.69509279578756,420.09327287817626,174.60000610351562,41181800,31371200,23251000,14861300,69887000
2024-06-07,195.75132751464844,184.3000030517578,173.26499938964844,419.9347839355469,177.47999572753906,195.80104138427978,186.2899932861328,176.65163022699002,422.3423300829449,179.35000610351562,193.0172315608974,183.36000061035156,173.10609171252568,419.09262957838365,175.5800018310547,193.5242766218339,184.89999389648438,175.8372549017087,422.26308236922915,176.1300048828125,53103900,28021500,19661400,13621700,56244900
2024-06-10,192.00314331054688,187.05999755859375,174.01068115234375,423.9176025390625,173.7899932861328,196.1589774177998,187.22999572753906,176.0489786130458,424.12565422580445,178.57000732421875,191.03875180216343,183.7899932861328,171.77352873315732,419.9743866143219,173.1699981689453,195.76128159599278,184.07000732421875,173.9709162293112,420.7769019274312,176.05999755859375,97010200,34445600,23726700,13982900,50774600
2024-06-11,205.95199584960938,187.22999572753906,175.6114959716797,428.6831970214844,170.66000366210938,205.96194772636147,187.77000427246094,175.83024098669136,428.8219183123646,174.75,192.51019617172983,184.5399932861328,172.77777855811084,421.3218374300627,167.41000366210938,192.53006958414636,187.05999755859375,175.21378603801926,421.5497237355039,173.9199981689453,172373300,27265100,21540600,14551100,64761900
2024-06-12,211.83778381347656,186.88999938964844,176.77479553222656,436.98577880859375,177.2899932861328,218.9265393804105,188.35000610351562,179.379845400023,439.3041598174871,180.5500030517578,205.7034527218097,185.42999267578125,175.10439577424404,429.2479248102113,169.8000030517578,206.1707358379729,188.02000427246094,177.23217556405126,431.29881078427445,171.1199951171875,198134300,33984200,27864700,22366200,90389400
2024-06-13,213.00099182128906,183.8300018310547,174.1598358154297,437.5009460449219,182.47000122070312,215.49647028335949,187.6699981689453,175.7308157979112,439.29425421053884,191.0800018310547,210.37626033331,182.6699981689453,173.8814358359176,435.3113691126584,181.22999572753906,213.49810017257707,186.08999633789062,175.10440825817855,436.7777086804944,188.38999938964844,97862700,39721500,20913300,15960600,118984100
2024-06-14,211.2611083984375,183.66000366210938,175.78050231933594,438.4818115234375,178.00999450683594,213.9256018265929,183.72000122070312,176.04896483669535,439.0465534624952,186.0,210.07798811856898,182.22999572753906,173.1555776264317,432.6858442612151,176.9199981689453,212.61324369392398,183.0800018310547,173.2251852008677,434.23143149971776,185.8000030517578,70122700,25456400,18063600,13582000,82038200
2024-06-17,215.4169464111328,184.05999755859375,176.22796630859375,444.228271484375,187.44000244140625,217.6837594401996,185.0,177.34156626154072,446.77453890586355,188.80999755859375,211.4897931914233,181.22000122070312,173.81183370223593,436.6489427993387,177.0,212.13602802573277,182.52000427246094,174.45813130980525,438.5016642294944,177.9199981689453,93728300,35601900,19618500,20790000,109786100
